Compensation,Address,Title,Employment Type,URL,Description 
3BR,3495 de la Montagne,3 Bed 2 Bath - Washer / Dryer - Downtown - Doorman - Gym,,https://montreal.craigslist.ca/apa/d/3-bed-2-bath-washer-dryer/6306029471.html,"Located in the Golden Square Mile neighbourhood, the buildings of 3468 Drummond and 3495 De La Montagne offer a variety of floor plans and are within walking distance to public transit, Mount Royal Park, Museum of Fine Arts, Bell Centre, and McGill and Concordia universities. 
Conveniently nearby is the vibrant Crescent Street where restaurants, cafes, and pubs can be found.  

This First Class apartment includes:
+ Hardwood flooring
+ Renovated kitchen
+ Stainless steel appliances
+ Quartz counter tops 
+ Modern light fixtures
+ Washer and Dryer 
+ Tiled bathrooms 

Building amenities include: 
+ 24 hour doorman
+ Gym
+ Laundry room

Rent includes hot water and heating.

For more information, call 
 
.
Send an e-mail to montreal(at)akelius.ca

Visit akeliusmontreal.ca"
2BR,3495 de la Montagne,2 Bed 2 Bath - Downtown - Renovated -1 Month Free - Concordia / McGill,,https://montreal.craigslist.ca/apa/d/2-bed-2-bath-downtown/6305988701.html,"Experience living in Downtown Montreal at 3495 de la Montagne and get one month free on your lease. 

Located in the Golden Square Mile neighbourhood, the buildings of 3468 Drummond and 3495 De La Montagne offer a variety of floor plans and are within walking distance to public transit, Mount Royal Park, Museum of Fine Arts, Bell Centre, and McGill and Concordia universities. 
Conveniently nearby is the vibrant Crescent Street where restaurants, cafes, and pubs can be found.  

This renovated apartment includes:
+ New kitchen
+ Stainless steel refrigerator, microwave, dishwasher, stove top, and oven
+ Modern light fixtures
+ Quartz counter tops 
+ Hardwood flooring
+ Fresh paint 
+ Tiled bathroom 
+ Walk-in closet 
+ Washer and dryer
+ Balcony 

Heating and hot water are included in the rent. 

For more information relating to this apartment and our promotion, call 
 
.
Contact us by e-mail at montreal(at)akelius.ca

Visit akeliusmontreal.ca"
2BR,3421 Rue Drummond,Downtown - McGill / Concordia - 2 Bed - Renovated - Peel Metro,,https://montreal.craigslist.ca/apa/d/downtown-mcgill-concordia-2/6312684419.html,"Experience life in Downtown Montreal at 3421 Rue Drummond. 

Located in the Golden Square Mile neighbourhood, this fully renovated 68-unit building offers one, two and three bedroom floor plans to choose from. It is within walking distance to public transit, Mount Royal Park, Museum of Fine Arts, Bell Centre and McGill and Concordia universities. Conveniently near by is the vibrant Crescent St where restaurants, cafes and pubs can be found.

This apartment features:
+ Renovated kitchen
+ Granite counter tops
+ Hardwood flooring
+ Stainless steel appliances
+ Fresh paint
+ Modern tiled bathroom 

Rent includes heating and hot water. 

For more information, call 
 
.
Send us an e-mail at 
 


Visit akeliusmontreal.ca"
2BR,3468 Rue Drummond,Downtown - 2 Bed 2 Bath - First Class - Washer and Dryer - Doorman,,https://montreal.craigslist.ca/apa/d/downtown-2-bed-2-bath-first/6312633062.html,"Experience living in Downtown Montreal at 3468 Rue Drummond. 

Located in the Golden Square Mile neighbourhood, the buildings of 3468 Drummond and 3495 De La Montagne offer a variety of floor plans and are within walking distance to public transit, Mount Royal Park, Museum of Fine Arts, Bell Centre, and McGill and Concordia universities. Conveniently nearby is the vibrant Crescent Street where restaurants, cafes, and pubs can be found.  

This newly renovated apartment includes: 
+ Hardwood flooring
+ Renovated kitchen 
+ High end stainless steel appliances
+ Refrigerator, microwave, oven, stove top, and dishwasher
+ Fresh paint
+ Tiled bathroom 
+ Washer and dryer 
+ Modern light fixtures

Heating and hot water are included in the rent. 

For more information regarding this unit, call 
 
.
Send us an e-mail to 
 


Visit akeliusmontreal.ca"
1BR,Pierrefonds,Pierrefonds..Modern 3 1/2 with W/D outlets and all utilities paid,780,https://montreal.craigslist.ca/apa/d/pierrefondsmodernwith-d/6324364983.html,"3 ½ FOR RENT (All included) with Washer Dryer outlets in the unit.

We pay all the utilities (heat, electricity, and hot water). 

Big, bright, beautiful, modern, condo style 3 ½ apartment for rent in a soundproof, waterfront high-rise, situated on a quiet cul-de-sac, in a country setting, overlooking the river.  Building address: 11145 Meighen, Pierrefonds, QC H8Y 3H6.

Close to all amenities, including shopping (famille Martin IGA), and a five-minute walk to the Roxboro-Pierrefonds train station, and a short, comfortable, 27-minute train commute to downtown  Gare Centrale (Bonaventure) station.

Please no dogs allowed (no exceptions).

For more information or to schedule a visit please call Ginette at 
 
.

References required."
1BR,(((NDG WEST))),Bright Semi-Basement/Utilities Inc./Sept 1st/(((LOYOLA CAMPUS))),,https://montreal.craigslist.ca/apa/d/bright-semi-basement/6288896618.html,"$725.00, 3 1/2- 1br- NDG, Aug/Sept 1st 
 $875.00 Fully furnished all utilities included.
 Situated in NDG- adjacent Montreal west- on Mayfair Ave, surrounded by mature trees, this simi-basement rental apartment has all the character of the homes you find in NDG and Montreal West. The unit is newly renovated, bathroom and kitchen, tile, entire apartment completely repainted, private entrance. It is a wonderful neighborhood , with friendly neighbors. Most convenient to everything: 2 minute walk to Loyola park, 10 minute walk to Mtl-west train station and shops on Westminster. 10 Minute walk to shops on Somerled/Cavandish,
 2 minute walk to bus #51 or #102 (which take you directly to Vendome or Snowdon metro). 10 minutes to airport, 15 minutes to downtown by car. Close proximity to Royal --west academy and Edinburg. 5 minute walk to Concordia University. (Heating/Electricity, Fridge/Stove included) (No smoking, No pets)
 Questions or interested in visiting: Dan at 
 


 $725.00$, 3 1/2, 1 CAC- Notre-Dame de Grace , Dispo. 1ier Aout/Sept
 $875.00 Completment meubler 
 Situer Ã� Notre-Dame de Grace tout pres de Montreal-Ouest sur l'avenue Mayfair, entoure d'arbres matures. Ce semi-sousol , Ã� tous les attraits que vous rechercher d'une maison de NDG ou de Montreal Ouest. L'appartement nouvellement peinturer une cuisine et salle de bain fraichement renove. .Il y a egalement une entre prive . Le cartier est tranquille, avec de charmants voisins. Pratique pour : Seulement 2 min de marche du parc Loyola ,10 minutes de marche pour la station de train Mtl-ouest et les magasins sur Westminster. 10 minutes de marche pour les magasins sur Somerled/Cavendish, 2 minutes de marche pour l'autobus #51 ou #102 (qui amene directement au metro Vendome ou Snowdon), 10 minutes de l'aeroport, 15 minutes d'auto pour le centre-ville de Mtl, Tres pres du Royal --Ouest academie et Edinburg ainsi que 5 minutes de marche pour l'universite de Concordia. (Chauffage/Electricite, Poele/Frigo inclus) (Interdit de fumer et pas d'animaux permit)
 Dan at"
3BR,(((Mtl West/NDG Adj.))),Bright Upper/Vintage Unit/ Sept 1st (((HILLCREST AVE.))),,https://montreal.craigslist.ca/apa/d/bright-upper-vintage-unit/6288890504.html,"$1050.00 without appliance/$1100.00 appliance included., 6 ½, 3br-Adjacent NDG/Mtl West/Lachine, Available Aug or Sept 1st.

 Situated adjacent to NDG-Montreal west- Lachine on Hillcrest Ave, surrounded by mature trees, this 2nd floor rental apartment has all the character of the homes you find in NDG and Montreal West. The unit has newly renovated bathroom and kitchen, varnished floors, 2 balconies, front balcony is accessible from master bedroom and back door balcony is brand new and huge approx 10 ft x 8 ft. It is a wonderful neighborhood for children, with friendly neighbors on a quiet semi circle street. Most convenient to everything: 9 minute walk to Mtl-west train station and shops on Westminster then 8 minutes by train to downtown. 9 minute walk to bus #90 and #105 (which take you directly to Vendome metro). 10 minutes to airport, 15 minutes to downtown by car, 5 minute walk to Royal west academy and Edinburg. 20 minute walk to Concordia University, Loyola campus, 10 minute drive to shopping malls in Lasalle. 

 Visit via google maps street view: 132 Hillcrest Ave.

 Questions or interested in visiting: Dan at 
 





 $1050.00 sans elecrto./$1100.00 elecro. incl. 6 ½, 3 CAC- Adjacent NDG/Mtl Ouest/Lachine , 1ier , Aout/Sept

 Situe a Lachine tout pres de NDG -Montreal Ouest , Ave. Hillcrest.Entoure d'arbres matures, cet appartement du deuxieme etage Ãƒ tout les attraits que vous rechercher dans une maison de Montreal Ouest. LÃ¢ appartement a une cuisine et salle de bain fraichement renove ainsi que des planchers vernis tres bien entretenus .Il y a Egalement 2 balcons dont celui du devant est accessible par la chambre des maitres et celui de derriere a eter nouvellement construit et a une grande surface de 10pi x 8pi . Le cartier est tranquille et ce cartier et parfait pour les enfants, avec de charmants voisins et situer sur une rue en demi cercle. Pratique pour : Seulement 9 minutes de marche pour la station de train Mtl-ouest et les magasins sur Westminster et ensuite 8 minutes de train pour le centre-ville de Mtl, 9 minutes de marche pour l'autobus #90 et #105 ( qui amene directement au metro Vendome), 10 minutes de la Aeroport, 15 minutes de d'auto pour le centre-ville de Mtl, 5 minutes de marche pour le Royal Ouest academie et Edinburg ainsi que 20 minutes de marche pour l' universite de Concordia , le campus Loyola et 10 minutes d'auto pour le centre commercial de Lasalle .

 Voir google maps street view: 132 Ave Hillcrest.

 Pour toute question ou pour visiter contacter : Dan"
2BR,3421 Rue Drummond,Fully Furnished - Downtown - 2 Bed - First Class - Peel Metro,,https://montreal.craigslist.ca/apa/d/fully-furnished-downtown-2/6312762599.html,"Live in the heart of Downtown Montreal at 3421 Rue Drummond.

Located in the Golden Square Mile neighbourhood, this fully renovated 68-unit building offers one, two and three bedroom floor plans to choose from. It is within walking distance to public transit, Mount Royal Park, Museum of Fine Arts, Bell Centre and McGill and Concordia universities. 
Conveniently near by is the vibrant Crescent St where restaurants, cafes and pubs can be found.

This furnished apartment includes:
+ New kitchen 
+ Quartz counter tops
+ High end stainless steel appliances
+ Refrigerator, oven/stove, microwave, and dishwasher
+ Bedroom, living room, bathroom and kitchen decor
+ Modern and minimal furniture
+ Tiled bathroom 
+ Fresh paint 

Rent includes heating and hot water.

For more information regarding this unit, give us a call at 
 
.
Send an e-mail to 
 


Visit akeliusmontreal.ca"
2BR,"688 Rue Notre-Dame Ouest Montréal, QC H",Spacious Apartment in  DOWNTOWN MONTREAL -OLD PORT- Prime location,,https://montreal.craigslist.ca/apa/d/spacious-apartment-in/6286631371.html,"***The 1st Month FREE***

CONTACT: 
 


> 2 Bedroom Apartments for rent <
> SIX88: Brand New Modern Luxurious Apartment Building<

You can copy paste this link to View our 1 Bedroom Unit : https://www.youtube.com/watch?v=rsAH3IbmXAE

 PRICE: $1750 /Month 

*Lease for minimum 1 year 
* Semi-Furnished
*No-Pets or Smoking allowed in the building 

AMENITIES (What is included in all apartments) :  

 -24/7 Modern security system 
 -Full time concierge service
 -Keyless entry system

Stainless steel appliances :  
 -Refrigerator
 -Stove
 -Microwave
 -Dishwasher
 -Washer and dryer

 -Light fixtures
 -Hot water
 -Rolling blinds in all windows 
 -Air conditioning
 
 -Free access to the fitness studio
 -Panoramic roof-top terrace
 -Indoor parking options available ($)
 -Bus stops close by.


 LOCATION :Downtown Montreal - Old Port 
ADRESS: 688 Rue Notre-Dame Ouest Montréal, QC H3C 1J2
WALK-SCORE: 99


CALL NOW @ 
 

Click here to visit our website: www.six88.ca"
1BR,,AWESOME 1Bed/1Bath APARTMENT in DOWNTOWN MONTREAL *NEXT TO METRO,,https://montreal.craigslist.ca/apa/d/awesome-1bed-1bath-apartment/6286629243.html,"***The 1st Month FREE***

CONTACT: 
 


> 1 Bedroom Apartments for rent <
> SIX88: Brand New Modern Luxurious Apartment Building<

You can copy paste this link to View our 1 Bedroom Unit : https://www.youtube.com/watch?v=rsAH3IbmXAE

 PRICE: $1500 /Month 

*Lease for minimum 1 year 
* Semi-Furnished
*No-Pets or Smoking allowed in the building 

AMENITIES (What is included in all apartments) :  

 -24/7 Modern security system 
 -Full time concierge service
 -Keyless entry system

Stainless steel appliances :  
 -Refrigerator
 -Stove
 -Microwave
 -Dishwasher
 -Washer and dryer

 -Light fixtures
 -Hot water
 -Rolling blinds in all windows 
 -Air conditioning
 
 -Free access to the fitness studio
 -Panoramic roof-top terrace
 -Indoor parking options available ($)
 -Bus stops close by.


 LOCATION :Downtown Montreal - Old Port 
ADRESS: 688 Rue Notre-Dame Ouest Montréal, QC H3C 1J2
WALK-SCORE: 99


CALL NOW @ 
 

Click here to visit our website: www.six88.ca"
2BR,Griffintown,Grand 4 1/2 au coeur de Griffintown! Semi-meublé. Stationnement inclus,800,https://montreal.craigslist.ca/apa/d/grandau-coeur-de-griffintown/6317152133.html,"Une localisation excellente au cœur du vibrant Griffintown à seulement quelques pas de Notre-Dame Ouest sur la rue tranquille de Lusignan. 
Idéal pour jeunes professionnels et/ou un couple. 

L'appartement est très bien entretenu, grand (près de 800 m2), propre et a deux chambres à coucher ainsi qu'un espace à concept ouvert pour la cuisine, salle à manger et salon. Il y a un comptoir à déjeuner, de l'espace pour une salle à manger ainsi qu'un grand salon, le tout très lumineux avec beaucoup de fenêtres et vue sur le centre-ville ainsi que Notre-Dame Ouest. 

Les deux grandes chambres à coucher ont chacune un grand garde-robe ainsi qu'une vue sur une Ruelle Verte à l'arrière du bâtiment qui offre un agréable espace extérieur.

Grande salle de bain avec douche et bain.

Salle de lavage incluant laveuse et sécheuse dans l'appartement.

L'appartement est dans un petit bâtiment avec 6 unités au 3e étage.

Près de tous les services publics à pied (Walkscore de 93). A seulement quelques pas des cafés, restaurant, magasins, bars et épiceries sur Notre-Dame Ouest. 5 minute à pied du métro Lucien-L'Allier et 10 minute du centre-ville. Tout près du Canal Lachine de Griffintown.

Garage intérieur inclus dans la location!

Autres détails:
Parquet dans tous l'appartement avec plancher de céramique dans la cuisine et salle de bain.
Peinture récente
Balcon Juliette dans le salon
Semi-meublé (Réfrigérateur, cuisinière, lave-vaisselle, laveuse, sécheuse, luminaires et stores)
Pas de chien permis (règles de l'immeuble)
Chauffage et électricité payé par le locateur

Les occupants actuels sont intéressés à vendre leur mobilier, donc un appartement tout meuble pourrait être négocié (voir les photos).

Disponible le 1 novembre

Visite: 17h30 Samedi le 30 Septembre. Repondre pour confirmer."
